name	exit_code	expectation	command
file_rename.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/file_rename.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/file_rename.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
file_rename.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/file_rename.aot
file_rename.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/file_rename.aot
file_rename.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/file_rename.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
file_rename.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/file_rename.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
layer_norm.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/layer_norm.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/layer_norm.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
layer_norm.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/layer_norm.aot
layer_norm.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/layer_norm.aot
layer_norm.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/layer_norm.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
layer_norm.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/layer_norm.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
matmul.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/matmul.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/matmul.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
matmul.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/matmul.aot
matmul.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/matmul.aot
matmul.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/matmul.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
matmul.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/matmul.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
memory_loop.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/memory_loop.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/memory_loop.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
memory_loop.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/memory_loop.aot
memory_loop.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/memory_loop.aot
memory_loop.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/memory_loop.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
memory_loop.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/memory_loop.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
precision_f64.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/precision_f64.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/precision_f64.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
precision_f64.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/precision_f64.aot
precision_f64.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/precision_f64.aot
precision_f64.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/precision_f64.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
precision_f64.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/precision_f64.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rank_nine.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rank_nine.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rank_nine.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rank_nine.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rank_nine.aot
rank_nine.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rank_nine.aot
rank_nine.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rank_nine.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rank_nine.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rank_nine.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rms_norm.aot_compile	1	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rms_norm.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rms_norm.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rms_norm.jit_run	1	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rms_norm.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rms_norm.jit_run_2	1	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rms_norm.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rng.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rng.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rng.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rng.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rng.aot
rng.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/rng.aot
rng.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rng.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
rng.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rng.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
tensor_core.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_core.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/tensor_core.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
tensor_core.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/tensor_core.aot
tensor_core.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/tensor_core.aot
tensor_core.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_core.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
tensor_core.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_core.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
tensor_dot.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_dot.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/tensor_dot.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
tensor_dot.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/tensor_dot.aot
tensor_dot.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/tensor_dot.aot
tensor_dot.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_dot.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
tensor_dot.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_dot.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
transpose_ownership.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/transpose_ownership.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/transpose_ownership.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
transpose_ownership.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/transpose_ownership.aot
transpose_ownership.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/transpose_ownership.aot
transpose_ownership.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/transpose_ownership.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
transpose_ownership.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/transpose_ownership.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
view_alias.aot_compile	0	capability-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/view_alias.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/view_alias.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
view_alias.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/view_alias.aot
view_alias.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/view_alias.aot
view_alias.jit_run	0	jit	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/view_alias.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
view_alias.jit_run_2	0	jit-repeat	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/view_alias.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.broadcast_shape_mismatch.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/broadcast_shape_mismatch.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.broadcast_shape_mismatch.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.broadcast_shape_mismatch.aot_run	139	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.broadcast_shape_mismatch.aot
negative.broadcast_shape_mismatch.jit_run	139	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/broadcast_shape_mismatch.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.embedding_index_out_of_bounds.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/embedding_index_out_of_bounds.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.embedding_index_out_of_bounds.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.embedding_index_out_of_bounds.aot_run	1	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.embedding_index_out_of_bounds.aot
negative.embedding_index_out_of_bounds.jit_run	1	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/embedding_index_out_of_bounds.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.file_missing.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/file_missing.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.file_missing.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.file_missing.aot_run	139	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.file_missing.aot
negative.file_missing.jit_run	139	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/file_missing.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.index_out_of_bounds.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/index_out_of_bounds.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.index_out_of_bounds.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.index_out_of_bounds.aot_run	1	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.index_out_of_bounds.aot
negative.index_out_of_bounds.jit_run	1	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/index_out_of_bounds.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.indexed_cross_entropy_targets.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/indexed_cross_entropy_targets.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.indexed_cross_entropy_targets.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.indexed_cross_entropy_targets.aot_run	0	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.indexed_cross_entropy_targets.aot
negative.indexed_cross_entropy_targets.jit_run	0	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/indexed_cross_entropy_targets.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.matmul_shape_mismatch.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/matmul_shape_mismatch.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.matmul_shape_mismatch.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.matmul_shape_mismatch.aot_run	1	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.matmul_shape_mismatch.aot
negative.matmul_shape_mismatch.jit_run	1	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/matmul_shape_mismatch.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.negative_dimension.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/negative_dimension.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.negative_dimension.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.negative_dimension.aot_run	0	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.negative_dimension.aot
negative.negative_dimension.jit_run	124	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/negative_dimension.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.reshape_size_mismatch.aot_compile	0	expected-failure-compile	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/reshape_size_mismatch.esk -o /home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.reshape_size_mismatch.aot -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
negative.reshape_size_mismatch.aot_run	0	expected-failure-run	/home/gabe/.cache/eshkol-r0-canonical-full-work-20260828/negative.reshape_size_mismatch.aot
negative.reshape_size_mismatch.jit_run	0	expected-failure-run	/home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/reshape_size_mismatch.esk -L /home/gabe/.codex/worktrees/49f7/eshkol-transformer/.deps/eshkol-build-minimal
