name	exit_code	expectation	command
precision_f64.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/precision_f64.esk -L /home/gabe/.cache/eshkol-r0/work3/build
rank_nine.aot_compile	0	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rank_nine.esk -o /home/gabe/.cache/eshkol-r0/work3/rank_nine.aot -L /home/gabe/.cache/eshkol-r0/work3/build
rank_nine.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0/work3/rank_nine.aot
rank_nine.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0/work3/rank_nine.aot
rank_nine.jit_run	0	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rank_nine.esk -L /home/gabe/.cache/eshkol-r0/work3/build
rank_nine.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rank_nine.esk -L /home/gabe/.cache/eshkol-r0/work3/build
rms_norm.aot_compile	1	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rms_norm.esk -o /home/gabe/.cache/eshkol-r0/work3/rms_norm.aot -L /home/gabe/.cache/eshkol-r0/work3/build
rms_norm.jit_run	1	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rms_norm.esk -L /home/gabe/.cache/eshkol-r0/work3/build
rms_norm.jit_run_2	1	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rms_norm.esk -L /home/gabe/.cache/eshkol-r0/work3/build
rng.aot_compile	0	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rng.esk -o /home/gabe/.cache/eshkol-r0/work3/rng.aot -L /home/gabe/.cache/eshkol-r0/work3/build
rng.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0/work3/rng.aot
rng.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0/work3/rng.aot
rng.jit_run	0	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rng.esk -L /home/gabe/.cache/eshkol-r0/work3/build
rng.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/rng.esk -L /home/gabe/.cache/eshkol-r0/work3/build
tensor_core.aot_compile	0	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_core.esk -o /home/gabe/.cache/eshkol-r0/work3/tensor_core.aot -L /home/gabe/.cache/eshkol-r0/work3/build
tensor_core.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0/work3/tensor_core.aot
tensor_core.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0/work3/tensor_core.aot
tensor_core.jit_run	0	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_core.esk -L /home/gabe/.cache/eshkol-r0/work3/build
tensor_core.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_core.esk -L /home/gabe/.cache/eshkol-r0/work3/build
tensor_dot.aot_compile	0	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_dot.esk -o /home/gabe/.cache/eshkol-r0/work3/tensor_dot.aot -L /home/gabe/.cache/eshkol-r0/work3/build
tensor_dot.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0/work3/tensor_dot.aot
tensor_dot.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0/work3/tensor_dot.aot
tensor_dot.jit_run	0	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_dot.esk -L /home/gabe/.cache/eshkol-r0/work3/build
tensor_dot.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/tensor_dot.esk -L /home/gabe/.cache/eshkol-r0/work3/build
transpose_ownership.aot_compile	0	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/transpose_ownership.esk -o /home/gabe/.cache/eshkol-r0/work3/transpose_ownership.aot -L /home/gabe/.cache/eshkol-r0/work3/build
transpose_ownership.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0/work3/transpose_ownership.aot
transpose_ownership.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0/work3/transpose_ownership.aot
transpose_ownership.jit_run	0	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/transpose_ownership.esk -L /home/gabe/.cache/eshkol-r0/work3/build
transpose_ownership.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/transpose_ownership.esk -L /home/gabe/.cache/eshkol-r0/work3/build
view_alias.aot_compile	0	capability-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/view_alias.esk -o /home/gabe/.cache/eshkol-r0/work3/view_alias.aot -L /home/gabe/.cache/eshkol-r0/work3/build
view_alias.aot_run_1	0	capability-run	/home/gabe/.cache/eshkol-r0/work3/view_alias.aot
view_alias.aot_run_2	0	deterministic-repeat	/home/gabe/.cache/eshkol-r0/work3/view_alias.aot
view_alias.jit_run	0	jit	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/view_alias.esk -L /home/gabe/.cache/eshkol-r0/work3/build
view_alias.jit_run_2	0	jit-repeat	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/view_alias.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.broadcast_shape_mismatch.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/broadcast_shape_mismatch.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.broadcast_shape_mismatch.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.broadcast_shape_mismatch.aot_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.broadcast_shape_mismatch.aot
negative.broadcast_shape_mismatch.jit_run	139	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/broadcast_shape_mismatch.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.embedding_index_out_of_bounds.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/embedding_index_out_of_bounds.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.embedding_index_out_of_bounds.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.embedding_index_out_of_bounds.aot_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.embedding_index_out_of_bounds.aot
negative.embedding_index_out_of_bounds.jit_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/embedding_index_out_of_bounds.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.file_missing.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/file_missing.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.file_missing.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.file_missing.aot_run	139	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.file_missing.aot
negative.file_missing.jit_run	139	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/file_missing.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.index_out_of_bounds.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/index_out_of_bounds.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.index_out_of_bounds.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.index_out_of_bounds.aot_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.index_out_of_bounds.aot
negative.index_out_of_bounds.jit_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/index_out_of_bounds.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.indexed_cross_entropy_targets.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/indexed_cross_entropy_targets.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.indexed_cross_entropy_targets.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.indexed_cross_entropy_targets.aot_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.indexed_cross_entropy_targets.aot
negative.indexed_cross_entropy_targets.jit_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/indexed_cross_entropy_targets.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.matmul_shape_mismatch.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/matmul_shape_mismatch.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.matmul_shape_mismatch.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.matmul_shape_mismatch.aot_run	1	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.matmul_shape_mismatch.aot
negative.matmul_shape_mismatch.jit_run	1	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/matmul_shape_mismatch.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.negative_dimension.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/negative_dimension.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.negative_dimension.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.negative_dimension.aot_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.negative_dimension.aot
negative.negative_dimension.jit_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/negative_dimension.esk -L /home/gabe/.cache/eshkol-r0/work3/build
negative.reshape_size_mismatch.aot_compile	0	expected-failure-compile	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/reshape_size_mismatch.esk -o /home/gabe/.cache/eshkol-r0/work3/negative.reshape_size_mismatch.aot -L /home/gabe/.cache/eshkol-r0/work3/build
negative.reshape_size_mismatch.aot_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/negative.reshape_size_mismatch.aot
negative.reshape_size_mismatch.jit_run	0	expected-failure	/home/gabe/.cache/eshkol-r0/work3/build/eshkol-run -r /home/gabe/.codex/worktrees/ed8f/eshkol-transformer/probes/r0/negative/reshape_size_mismatch.esk -L /home/gabe/.cache/eshkol-r0/work3/build
